"population","g_date","total_waste","dry_waste","wet_waste","geom_id","weight"
2020.96,"2021-04-20",1637.50,408.85,1545.80,1,0.23
2033.32,"2021-04-20",2224.32,62.61,1489.42,2,0.30
1616.66,"2021-04-20",1845.90,127.68,1401.40,3,0.26
1575.81,"2021-04-20",1930.74,107.02,1099.72,4,0.23
5186.72,"2021-04-20",1168.11,376.10,1963.58,5,0.28
9508.64,"2021-04-20",1296.34,156.88,928.26,6,0.24
7864.04,"2021-04-20",2269.10,14.08,512.62,7,0.28
6989.77,"2021-04-20",1250.66,491.22,874.58,8,0.24
7506.18,"2021-04-20",2236.10,4.40,504.20,9,0.24
2065.07,"2021-04-20",1273.46,401.10,1323.80,10,0.26
9048.86,"2021-04-20",160.75,95.87,1815.86,11,0.22
1108.75,"2021-04-20",1588.82,167.40,523.80,12,0.25
9845.36,"2021-04-20",2083.49,546.90,340.95,13,0.23
8795.91,"2021-04-21",1575.27,270.17,944.56,1,0.23
7848.58,"2021-04-21",1333.65,373.79,539.81,2,0.25
5241.88,"2021-04-21",1634.87,554.94,1150.74,3,0.26
2126.58,"2021-04-21",2089.55,440.98,1477.96,4,0.29
3030.99,"2021-04-21",406.03,393.02,1611.92,5,0.28
7898.66,"2021-04-21",11.40,74.70,302.85,6,0.29
5518.28,"2021-04-21",990.64,271.06,1528.99,7,0.21
1415.45,"2021-04-21",2381.40,324.38,1159.39,8,0.29
2634.73,"2021-04-21",85.68,672.26,397.23,9,0.26
1174.56,"2021-04-21",425.56,465.27,1997.42,10,0.30
6902.93,"2021-04-21",2027.14,661.75,891.62,11,0.21
6154.98,"2021-04-21",2036.48,60.68,163.79,12,0.24
6104.00,"2021-04-21",2200.99,241.33,1267.05,13,0.23
9053.71,"2021-04-22",2435.16,553.99,1504.62,1,0.29
4997.00,"2021-04-22",2720.18,329.79,1601.12,2,0.24
6451.54,"2021-04-22",1117.45,410.38,655.39,3,0.25
945.77,"2021-04-22",1581.01,226.31,1572.57,4,0.27
2914.92,"2021-04-22",304.55,694.56,1376.38,5,0.29
8654.75,"2021-04-22",212.47,57.96,1551.45,6,0.26
5647.32,"2021-04-22",2300.06,640.40,125.15,7,0.29
333.70,"2021-04-22",1562.89,449.87,767.46,8,0.27
7699.10,"2021-04-22",2389.25,103.64,1713.48,9,0.29
7403.50,"2021-04-22",1203.18,525.95,625.08,10,0.28
8493.41,"2021-04-22",2231.51,273.21,1185.88,11,0.27
3260.81,"2021-04-22",1918.34,423.18,274.02,12,0.27
992.80,"2021-04-22",1234.96,270.17,1056.64,13,0.29
4403.43,"2021-04-23",491.41,458.64,1206.30,1,0.30
4904.03,"2021-04-23",1522.20,648.07,1317.28,2,0.27
1431.32,"2021-04-23",1033.85,337.88,1521.99,3,0.23
6694.71,"2021-04-23",1434.96,276.88,912.04,4,0.30
1483.60,"2021-04-23",2546.79,373.29,42.96,5,0.29
3895.19,"2021-04-23",1054.31,161.78,598.45,6,0.29
3488.72,"2021-04-23",676.95,346.53,831.61,7,0.22
7757.66,"2021-04-23",1499.94,681.82,813.43,8,0.26
3545.88,"2021-04-23",2566.93,588.55,1324.81,9,0.22
289.94,"2021-04-23",706.32,469.71,736.84,10,0.21
8280.85,"2021-04-23",151.13,74.06,750.95,11,0.24
6718.52,"2021-04-23",1302.63,93.93,1612.70,12,0.25
6405.89,"2021-04-23",1395.53,393.71,1165.44,13,0.25
2039.97,"2021-04-24",1756.35,156.09,1054.67,1,0.26
4547.53,"2021-04-24",1577.24,282.83,640.15,2,0.23
6370.04,"2021-04-24",339.40,435.55,1117.10,3,0.24
3658.49,"2021-04-24",2471.35,198.19,1712.56,4,0.25
531.75,"2021-04-24",247.87,103.17,1636.70,5,0.22
4417.92,"2021-04-24",792.39,534.78,997.86,6,0.23
9908.22,"2021-04-24",1419.16,550.67,301.24,7,0.26
3292.84,"2021-04-24",2582.59,186.01,779.30,8,0.26
1508.99,"2021-04-24",878.05,534.02,669.01,9,0.22
3566.34,"2021-04-24",1999.87,301.11,1479.08,10,0.26
9904.22,"2021-04-24",2008.32,514.01,509.70,11,0.25
5071.90,"2021-04-24",1405.89,305.29,165.15,12,0.23
3777.68,"2021-04-24",98.87,434.94,1506.43,13,0.27
6844.74,"2021-04-25",1525.76,424.57,463.39,1,0.23
6477.93,"2021-04-25",2230.88,616.52,1793.96,2,0.24
1821.69,"2021-04-25",1977.59,47.91,685.65,3,0.22
4721.53,"2021-04-25",391.40,346.69,931.12,4,0.26
6143.35,"2021-04-25",1848.36,583.84,1706.65,5,0.22
5853.48,"2021-04-25",2396.32,579.85,1754.33,6,0.27
6094.14,"2021-04-25",606.15,508.37,1833.76,7,0.21
932.42,"2021-04-25",2166.83,595.63,495.09,8,0.23
7489.24,"2021-04-25",293.66,151.69,81.00,9,0.22
3093.13,"2021-04-25",1993.22,639.35,1663.59,10,0.30
2674.13,"2021-04-25",1890.32,295.07,473.81,11,0.23
3571.42,"2021-04-25",640.88,616.53,250.61,12,0.22
8742.65,"2021-04-25",379.51,319.01,663.60,13,0.26
5060.32,"2021-04-26",82.29,273.85,956.46,1,0.23
4256.09,"2021-04-26",1124.26,462.23,603.62,2,0.25
8071.91,"2021-04-26",1090.56,28.93,1744.49,3,0.25
3368.13,"2021-04-26",1509.10,528.54,1536.03,4,0.22
7656.34,"2021-04-26",1224.81,463.66,2074.76,5,0.27
4631.45,"2021-04-26",1686.99,599.86,1883.47,6,0.27
7658.37,"2021-04-26",197.04,203.31,1100.33,7,0.29
1720.07,"2021-04-26",1843.85,563.24,1867.30,8,0.28
1994.72,"2021-04-26",2617.59,676.92,1050.24,9,0.23
876.98,"2021-04-26",733.99,495.50,1510.19,10,0.27
8095.45,"2021-04-26",1764.18,407.26,507.85,11,0.28
78.23,"2021-04-26",830.08,65.54,1964.30,12,0.30
7587.45,"2021-04-26",1037.34,590.64,396.90,13,0.28
3442.09,"2021-04-27",309.10,249.05,134.55,1,0.23
4847.20,"2021-04-27",2129.52,323.86,2036.38,2,0.25
1689.54,"2021-04-27",1234.81,258.56,726.51,3,0.29
2766.17,"2021-04-27",638.68,207.81,1327.34,4,0.30
3483.79,"2021-04-27",817.30,187.32,1970.95,5,0.22
3189.10,"2021-04-27",997.82,684.68,152.08,6,0.26
9617.45,"2021-04-27",2102.60,547.46,354.91,7,0.27
7677.05,"2021-04-27",2653.66,665.66,829.43,8,0.23
8230.64,"2021-04-27",1756.75,392.05,1508.13,9,0.23
1084.99,"2021-04-27",866.39,161.22,1041.38,10,0.26
974.24,"2021-04-27",2538.14,28.98,258.54,11,0.23
8280.61,"2021-04-27",1905.28,414.47,1960.80,12,0.22
3167.50,"2021-04-27",481.79,204.00,1091.73,13,0.28
5152.63,"2021-04-28",107.70,295.22,1079.81,1,0.27
7725.98,"2021-04-28",1024.74,123.79,922.40,2,0.29
9147.46,"2021-04-28",1615.35,670.21,1782.25,3,0.22
173.07,"2021-04-28",907.10,621.65,1644.55,4,0.21
2666.44,"2021-04-28",1454.93,458.13,1571.10,5,0.22
3732.74,"2021-04-28",404.24,299.34,446.16,6,0.22
2541.53,"2021-04-28",942.11,488.49,1242.38,7,0.28
1820.27,"2021-04-28",485.52,127.45,1915.27,8,0.26
183.36,"2021-04-28",1819.97,80.72,361.56,9,0.21
7940.56,"2021-04-28",2583.80,409.23,1308.06,10,0.28
3675.41,"2021-04-28",2656.93,220.83,702.77,11,0.27
7429.89,"2021-04-28",1285.25,295.52,1285.49,12,0.25
9459.38,"2021-04-28",1274.70,58.47,783.76,13,0.23
3008.59,"2021-04-29",2534.36,166.31,2029.69,1,0.23
244.46,"2021-04-29",32.65,687.08,1307.99,2,0.26
7371.57,"2021-04-29",611.44,284.71,1817.11,3,0.21
8313.67,"2021-04-29",252.16,568.64,438.05,4,0.27
9368.87,"2021-04-29",655.77,576.33,1017.62,5,0.27
4812.21,"2021-04-29",387.90,237.67,1630.26,6,0.29
9909.54,"2021-04-29",1388.71,370.54,525.33,7,0.28
1987.79,"2021-04-29",2276.43,138.32,1096.65,8,0.25
422.21,"2021-04-29",1877.52,611.45,891.11,9,0.29
3527.48,"2021-04-29",670.47,186.97,1172.85,10,0.21
3627.53,"2021-04-29",2136.04,612.47,1119.44,11,0.22
5365.09,"2021-04-29",902.67,15.07,1637.68,12,0.24
2818.15,"2021-04-29",1130.97,130.58,502.53,13,0.30
4480.77,"2021-04-30",1574.65,439.81,87.78,1,0.25
7326.49,"2021-04-30",1888.18,382.45,954.35,2,0.23
8716.36,"2021-04-30",1631.09,555.66,944.69,3,0.25
507.54,"2021-04-30",2578.17,577.52,1951.85,4,0.28
5015.32,"2021-04-30",1618.74,18.66,1435.66,5,0.29
5116.70,"2021-04-30",1577.38,361.72,686.41,6,0.28
7010.36,"2021-04-30",2133.29,682.99,55.54,7,0.25
5351.58,"2021-04-30",1341.69,288.32,46.31,8,0.28
4036.27,"2021-04-30",153.17,453.21,1192.44,9,0.21
4224.00,"2021-04-30",1286.25,360.40,371.08,10,0.23
2390.86,"2021-04-30",671.38,644.46,1312.27,11,0.29
4791.27,"2021-04-30",2695.87,332.77,1773.16,12,0.29
3132.73,"2021-04-30",60.82,237.90,839.18,13,0.23
6456.62,"2021-05-01",585.06,466.20,1086.75,1,0.23
325.76,"2021-05-01",171.30,539.81,1456.27,2,0.26
6597.99,"2021-05-01",817.38,629.47,1023.67,3,0.26
7745.64,"2021-05-01",129.49,680.37,1875.84,4,0.29
6148.62,"2021-05-01",1212.27,620.63,1214.27,5,0.21
5860.48,"2021-05-01",993.66,685.28,471.30,6,0.26
6620.85,"2021-05-01",1636.17,323.22,219.15,7,0.26
6063.26,"2021-05-01",345.07,584.37,1093.63,8,0.29
179.57,"2021-05-01",50.22,563.15,1358.55,9,0.24
8069.69,"2021-05-01",987.14,31.41,1695.65,10,0.22
1204.75,"2021-05-01",1080.12,70.92,60.28,11,0.26
1473.38,"2021-05-01",238.68,678.39,958.29,12,0.23
1993.99,"2021-05-01",2065.52,234.10,1416.50,13,0.27
8443.36,"2021-05-02",2560.99,399.71,785.79,1,0.22
6468.26,"2021-05-02",987.98,560.12,416.34,2,0.27
2692.21,"2021-05-02",933.94,654.44,1778.62,3,0.26
6692.02,"2021-05-02",1466.21,667.08,89.33,4,0.27
4839.38,"2021-05-02",520.35,122.79,1503.36,5,0.26
700.86,"2021-05-02",517.43,502.18,1633.82,6,0.22
854.67,"2021-05-02",2034.09,623.92,112.24,7,0.29
8673.91,"2021-05-02",390.26,211.17,810.37,8,0.25
3593.66,"2021-05-02",2408.93,141.11,36.44,9,0.29
8969.40,"2021-05-02",1656.19,408.67,1920.65,10,0.21
2398.25,"2021-05-02",2762.82,176.83,339.51,11,0.22
5091.38,"2021-05-02",860.93,356.10,230.37,12,0.27
2236.17,"2021-05-02",2430.89,187.37,432.69,13,0.28
4726.51,"2021-05-03",2731.97,42.02,1323.30,1,0.28
1294.02,"2021-05-03",367.56,309.93,384.00,2,0.26
5739.62,"2021-05-03",375.27,491.10,226.19,3,0.27
7388.14,"2021-05-03",903.52,288.44,1777.42,4,0.30
7305.04,"2021-05-03",2608.80,135.31,1782.80,5,0.28
645.81,"2021-05-03",896.24,625.73,1884.83,6,0.24
3924.65,"2021-05-03",1049.39,436.11,1298.24,7,0.26
2210.82,"2021-05-03",1844.59,78.57,762.17,8,0.27
6087.46,"2021-05-03",2366.93,514.56,32.67,9,0.26
6746.39,"2021-05-03",1597.13,619.91,215.57,10,0.25
9324.01,"2021-05-03",817.09,165.94,1905.47,11,0.25
5172.96,"2021-05-03",2236.45,393.23,661.83,12,0.29
7687.29,"2021-05-03",2426.55,433.38,486.71,13,0.25
3980.76,"2021-05-04",2538.96,536.59,172.72,1,0.26
6647.71,"2021-05-04",1720.53,200.82,1878.86,2,0.29
3863.74,"2021-05-04",840.94,628.01,628.49,3,0.21
6406.97,"2021-05-04",1243.29,404.20,87.20,4,0.29
5419.53,"2021-05-04",1122.75,460.00,1723.25,5,0.29
6875.42,"2021-05-04",569.91,106.83,218.33,6,0.22
595.47,"2021-05-04",165.61,183.37,762.12,7,0.28
6686.16,"2021-05-04",2548.60,481.76,221.58,8,0.23
6245.16,"2021-05-04",2517.21,504.13,1746.23,9,0.25
7530.13,"2021-05-04",374.84,104.95,1439.57,10,0.28
9141.32,"2021-05-04",1898.09,485.14,1880.53,11,0.24
9275.12,"2021-05-04",919.60,432.13,1926.62,12,0.21
8280.50,"2021-05-04",1.52,199.25,843.98,13,0.26
6536.44,"2021-05-05",2726.75,596.31,614.91,1,0.28
7193.76,"2021-05-05",2519.60,289.22,267.62,2,0.29
6914.24,"2021-05-05",2251.50,497.57,538.03,3,0.25
7601.56,"2021-05-05",1489.71,341.78,1240.16,4,0.25
49.27,"2021-05-05",1169.71,514.60,973.31,5,0.24
7097.53,"2021-05-05",2764.33,442.27,470.10,6,0.26
5734.53,"2021-05-05",1896.98,501.91,597.52,7,0.30
555.73,"2021-05-05",1632.59,71.76,1956.01,8,0.27
7727.82,"2021-05-05",535.47,502.40,1760.78,9,0.28
7725.93,"2021-05-05",2682.82,629.74,1262.17,10,0.25
2182.97,"2021-05-05",1979.12,222.67,1231.40,11,0.21
9296.04,"2021-05-05",1181.09,664.72,1135.04,12,0.22
1428.75,"2021-05-05",907.08,91.80,245.49,13,0.27
4681.62,"2021-05-06",1867.02,178.39,836.42,1,0.28
2693.65,"2021-05-06",1042.00,288.68,379.37,2,0.24
7283.46,"2021-05-06",2228.25,632.88,416.59,3,0.27
2515.68,"2021-05-06",1949.61,459.64,1004.58,4,0.29
493.65,"2021-05-06",1963.55,177.15,1871.97,5,0.25
1652.36,"2021-05-06",1260.04,33.50,1691.06,6,0.26
9988.78,"2021-05-06",849.89,126.87,177.94,7,0.24
3900.24,"2021-05-06",2513.27,310.44,588.88,8,0.23
4365.78,"2021-05-06",1399.36,503.29,398.76,9,0.25
8423.36,"2021-05-06",2186.53,295.08,1863.35,10,0.26
1408.70,"2021-05-06",1401.17,133.88,1435.82,11,0.26
669.98,"2021-05-06",748.20,248.18,2002.33,12,0.29
5049.17,"2021-05-06",1020.13,9.60,1026.01,13,0.23
3716.61,"2021-05-07",2104.33,386.56,853.38,1,0.28
3944.48,"2021-05-07",10.91,94.52,224.10,2,0.27
5503.77,"2021-05-07",2413.50,187.94,94.59,3,0.23
5342.79,"2021-05-07",2042.07,291.01,1844.08,4,0.27
669.09,"2021-05-07",289.17,167.85,1741.00,5,0.27
6905.23,"2021-05-07",499.12,86.87,1523.24,6,0.21
4964.69,"2021-05-07",1529.84,684.91,1077.33,7,0.27
1872.35,"2021-05-07",181.16,60.69,1489.57,8,0.29
4401.37,"2021-05-07",2065.32,105.38,1898.33,9,0.25
7399.96,"2021-05-07",1726.47,375.41,1578.67,10,0.21
790.71,"2021-05-07",1193.97,150.72,878.40,11,0.27
5502.33,"2021-05-07",2081.37,59.32,985.12,12,0.26
2100.85,"2021-05-07",2204.03,161.13,51.21,13,0.23
9965.73,"2021-05-08",2706.94,432.60,1701.57,1,0.23
7225.56,"2021-05-08",395.79,60.67,1526.95,2,0.30
1863.85,"2021-05-08",1543.56,84.34,614.94,3,0.27
1893.97,"2021-05-08",682.73,581.03,434.70,4,0.23
7014.21,"2021-05-08",163.70,543.80,1733.26,5,0.30
4654.67,"2021-05-08",2072.10,32.40,1460.46,6,0.30
5935.35,"2021-05-08",2476.54,477.65,1268.37,7,0.22
4824.68,"2021-05-08",1003.04,447.41,677.79,8,0.25
8420.09,"2021-05-08",1212.04,199.88,1680.75,9,0.21
9898.63,"2021-05-08",2382.75,574.09,598.38,10,0.22
1823.07,"2021-05-08",167.93,572.18,2002.97,11,0.28
8486.32,"2021-05-08",391.73,495.99,1727.03,12,0.21
3456.85,"2021-05-08",1184.85,106.73,1098.74,13,0.28
689.78,"2021-05-09",2560.48,231.24,1783.87,1,0.29
8319.82,"2021-05-09",609.54,72.39,430.83,2,0.23
494.29,"2021-05-09",2734.56,12.65,1687.68,3,0.25
3224.08,"2021-05-09",2292.98,55.04,1124.11,4,0.22
2492.79,"2021-05-09",1090.65,26.26,744.15,5,0.25
1464.13,"2021-05-09",1513.68,88.30,1183.72,6,0.23
3680.68,"2021-05-09",988.62,290.63,629.32,7,0.27
3903.28,"2021-05-09",2294.94,546.89,232.38,8,0.29
8961.72,"2021-05-09",113.36,427.87,312.81,9,0.29
8206.72,"2021-05-09",1815.94,243.24,339.90,10,0.23
5187.96,"2021-05-09",475.87,430.83,550.11,11,0.25
6104.06,"2021-05-09",1842.20,384.52,1418.96,12,0.29
7142.35,"2021-05-09",2271.51,650.77,1335.01,13,0.23
5970.41,"2021-05-10",266.87,324.01,1105.41,1,0.24
7491.89,"2021-05-10",987.01,573.50,2004.50,2,0.28
9480.85,"2021-05-10",1916.21,651.50,745.08,3,0.29
6875.92,"2021-05-10",84.14,685.78,994.41,4,0.24
3954.08,"2021-05-10",1750.83,609.11,301.60,5,0.25
8655.67,"2021-05-10",1349.24,292.73,1380.57,6,0.27
4250.47,"2021-05-10",972.42,432.52,1783.66,7,0.28
2740.64,"2021-05-10",205.10,561.22,953.06,8,0.26
5597.93,"2021-05-10",2312.02,321.79,1766.66,9,0.29
1075.21,"2021-05-10",1679.28,29.64,926.70,10,0.27
7547.75,"2021-05-10",2490.94,194.96,2052.93,11,0.24
938.73,"2021-05-10",1200.58,425.21,440.16,12,0.26
1847.57,"2021-05-10",2185.12,466.04,1988.55,13,0.24
5793.12,"2021-05-11",620.88,465.72,1610.56,1,0.22
6322.07,"2021-05-11",1382.52,428.49,304.70,2,0.25
2613.09,"2021-05-11",2283.15,102.30,210.82,3,0.28
410.29,"2021-05-11",1184.19,173.87,639.18,4,0.27
2717.28,"2021-05-11",2436.43,506.72,384.19,5,0.24
4086.90,"2021-05-11",934.49,586.12,305.75,6,0.26
6631.06,"2021-05-11",1579.23,176.33,382.27,7,0.23
2799.91,"2021-05-11",756.80,62.79,1321.82,8,0.29
4263.84,"2021-05-11",289.02,585.18,93.38,9,0.25
3953.99,"2021-05-11",1672.34,87.39,1598.72,10,0.29
6528.55,"2021-05-11",1358.04,591.57,343.37,11,0.21
3862.34,"2021-05-11",2111.31,666.31,605.36,12,0.26
948.13,"2021-05-11",1135.42,55.72,24.47,13,0.30
8460.21,"2021-05-12",267.50,618.16,85.06,1,0.29
8350.25,"2021-05-12",1453.70,679.53,1688.32,2,0.28
4937.15,"2021-05-12",718.84,382.52,137.87,3,0.22
6067.66,"2021-05-12",892.31,223.71,1819.75,4,0.30
9457.49,"2021-05-12",2596.94,646.83,336.91,5,0.26
3990.03,"2021-05-12",1083.41,237.27,1600.23,6,0.30
3647.26,"2021-05-12",1116.75,614.52,1178.12,7,0.26
3065.85,"2021-05-12",1596.27,272.26,1310.40,8,0.25
1293.53,"2021-05-12",1851.34,170.69,1813.98,9,0.23
1425.12,"2021-05-12",1281.39,209.46,1073.50,10,0.22
9358.60,"2021-05-12",2629.35,661.34,985.72,11,0.27
2542.94,"2021-05-12",1431.47,151.57,1932.87,12,0.21
3455.43,"2021-05-12",739.74,522.24,851.93,13,0.27
2201.18,"2021-05-13",282.92,612.06,920.81,1,0.25
1981.52,"2021-05-13",1600.45,620.18,1379.50,2,0.27
6710.59,"2021-05-13",142.09,125.15,1286.22,3,0.23
6350.91,"2021-05-13",533.26,509.58,462.09,4,0.30
3569.94,"2021-05-13",2121.05,655.54,1233.70,5,0.29
3398.07,"2021-05-13",2221.68,175.50,1828.09,6,0.22
1792.39,"2021-05-13",497.00,691.56,1001.79,7,0.28
5816.85,"2021-05-13",1459.85,211.40,971.10,8,0.29
8872.30,"2021-05-13",2730.18,354.45,2013.30,9,0.25
324.22,"2021-05-13",352.39,373.53,828.24,10,0.23
4283.49,"2021-05-13",1863.85,371.95,1885.56,11,0.26
8907.01,"2021-05-13",777.49,210.74,1459.94,12,0.29
3817.41,"2021-05-13",738.93,393.78,1435.05,13,0.23
6817.57,"2021-05-14",571.32,390.13,1065.24,1,0.28
4836.24,"2021-05-14",732.77,682.38,1434.42,2,0.25
9435.67,"2021-05-14",432.86,164.95,283.90,3,0.30
7110.00,"2021-05-14",206.55,258.14,870.26,4,0.23
5412.30,"2021-05-14",1075.25,627.55,527.01,5,0.29
4976.10,"2021-05-14",1477.05,445.70,750.33,6,0.30
6339.31,"2021-05-14",516.24,598.34,1259.49,7,0.26
2956.67,"2021-05-14",2003.84,534.81,1435.76,8,0.24
1530.82,"2021-05-14",1343.27,582.76,1260.15,9,0.24
1923.90,"2021-05-14",239.82,97.84,1686.94,10,0.28
9142.59,"2021-05-14",1855.24,58.83,2056.37,11,0.29
7026.87,"2021-05-14",125.17,595.02,1746.47,12,0.30
4440.26,"2021-05-14",1003.71,283.57,945.25,13,0.23
6959.79,"2021-05-15",1801.23,653.76,668.35,1,0.27
1437.37,"2021-05-15",199.06,37.45,589.81,2,0.29
801.48,"2021-05-15",171.69,128.96,184.72,3,0.25
4682.26,"2021-05-15",957.85,634.05,19.74,4,0.26
3374.46,"2021-05-15",837.05,524.24,1154.98,5,0.25
7346.01,"2021-05-15",1221.45,358.49,2050.55,6,0.27
6412.96,"2021-05-15",2368.57,499.93,1994.18,7,0.28
7222.87,"2021-05-15",1505.69,448.87,1664.86,8,0.23
2879.63,"2021-05-15",74.04,657.79,780.86,9,0.28
5264.03,"2021-05-15",951.97,554.44,260.13,10,0.26
2224.82,"2021-05-15",2638.06,652.78,1537.52,11,0.21
8198.25,"2021-05-15",954.77,217.53,1778.47,12,0.22
68.46,"2021-05-15",644.90,75.01,513.65,13,0.23
3866.75,"2021-05-16",1908.84,152.92,2093.23,1,0.24
828.04,"2021-05-16",483.53,624.28,1999.51,2,0.22
2251.56,"2021-05-16",2236.65,558.82,992.80,3,0.30
5206.10,"2021-05-16",129.72,104.71,1356.35,4,0.30
4304.09,"2021-05-16",2277.11,176.32,756.56,5,0.23
5820.10,"2021-05-16",252.12,691.40,1055.86,6,0.30
5280.85,"2021-05-16",864.46,218.25,437.39,7,0.23
7277.61,"2021-05-16",2445.21,620.50,1208.46,8,0.25
9863.30,"2021-05-16",419.19,658.87,164.62,9,0.29
1804.13,"2021-05-16",2011.16,442.11,1489.46,10,0.23
1689.88,"2021-05-16",490.88,295.85,746.99,11,0.22
4218.13,"2021-05-16",127.99,149.95,576.49,12,0.24
6098.70,"2021-05-16",331.64,282.55,162.97,13,0.24
6285.52,"2021-05-17",2138.46,568.15,1408.46,1,0.25
5730.42,"2021-05-17",2512.55,567.95,1734.93,2,0.22
1896.53,"2021-05-17",2095.20,31.43,287.12,3,0.29
4738.16,"2021-05-17",2626.84,652.94,745.29,4,0.27
489.99,"2021-05-17",301.14,664.52,1084.13,5,0.22
7550.95,"2021-05-17",454.47,88.01,990.27,6,0.21
424.55,"2021-05-17",612.56,659.09,631.61,7,0.24
8589.20,"2021-05-17",919.02,49.29,811.90,8,0.28
4176.79,"2021-05-17",1763.30,456.82,1273.22,9,0.28
7461.82,"2021-05-17",1287.74,601.72,1263.67,10,0.27
7329.36,"2021-05-17",135.57,577.02,1603.16,11,0.25
472.58,"2021-05-17",1972.06,80.19,67.15,12,0.23
3024.58,"2021-05-17",1268.76,588.89,850.38,13,0.30
7559.18,"2021-05-18",2712.44,128.95,1620.43,1,0.27
5076.57,"2021-05-18",1009.33,389.35,1378.67,2,0.27
981.87,"2021-05-18",1708.73,237.35,1136.87,3,0.23
4535.11,"2021-05-18",1909.29,42.54,1948.84,4,0.24
1120.11,"2021-05-18",94.91,117.10,1401.72,5,0.28
2286.84,"2021-05-18",2232.24,582.90,1916.87,6,0.23
9956.26,"2021-05-18",614.58,613.80,363.21,7,0.22
3193.98,"2021-05-18",2799.13,375.45,1774.62,8,0.26
4521.25,"2021-05-18",1798.32,229.63,1123.99,9,0.22
7082.07,"2021-05-18",1042.76,40.33,372.76,10,0.24
8095.81,"2021-05-18",1069.97,130.11,1953.85,11,0.29
9070.51,"2021-05-18",2488.61,675.11,1221.80,12,0.28
8304.95,"2021-05-18",2694.73,253.01,1796.68,13,0.22
9563.12,"2021-05-19",628.41,540.62,2066.13,1,0.23
4560.08,"2021-05-19",925.67,100.27,399.67,2,0.26
7506.28,"2021-05-19",687.45,107.74,110.69,3,0.25
7415.64,"2021-05-19",797.37,390.51,366.24,4,0.23
2103.43,"2021-05-19",954.71,323.37,1744.74,5,0.29
5868.50,"2021-05-19",662.57,467.74,546.77,6,0.29
5067.73,"2021-05-19",726.48,182.98,1999.66,7,0.23
1579.27,"2021-05-19",2097.99,500.50,425.55,8,0.26
8489.19,"2021-05-19",558.42,668.28,1080.34,9,0.27
1444.06,"2021-05-19",148.55,619.25,1803.97,10,0.26
7711.76,"2021-05-19",725.53,353.66,375.82,11,0.21
5857.81,"2021-05-19",1825.14,369.91,1220.58,12,0.24
9903.44,"2021-05-19",1653.43,129.86,962.03,13,0.24
2969.62,"2021-05-20",1973.16,647.99,1969.36,1,0.30
7980.09,"2021-05-20",2587.65,187.45,1815.17,2,0.22
6165.84,"2021-05-20",236.72,512.47,854.73,3,0.26
198.80,"2021-05-20",986.56,251.90,1364.22,4,0.27
2899.50,"2021-05-20",1995.36,515.55,772.61,5,0.23
6000.43,"2021-05-20",1803.65,301.25,762.73,6,0.30
2107.24,"2021-05-20",801.29,621.43,1236.37,7,0.23
9099.88,"2021-05-20",1001.22,582.89,777.34,8,0.23
2311.00,"2021-05-20",2117.19,372.36,1303.92,9,0.26
3788.28,"2021-05-20",1796.05,375.06,527.30,10,0.28
9026.77,"2021-05-20",1676.55,192.91,2040.95,11,0.21
8094.93,"2021-05-20",1284.06,449.04,285.02,12,0.29
8393.32,"2021-05-20",2175.33,524.49,853.71,13,0.24
8626.81,"2021-05-21",2093.52,697.71,9.02,1,0.26
6355.52,"2021-05-21",2723.95,679.08,1206.46,2,0.24
4397.51,"2021-05-21",1767.70,131.39,140.92,3,0.26
6641.45,"2021-05-21",2246.99,309.39,336.50,4,0.23
1625.01,"2021-05-21",2413.18,351.13,694.98,5,0.22
874.39,"2021-05-21",2263.53,620.21,245.88,6,0.22
6969.31,"2021-05-21",2144.35,109.95,756.52,7,0.28
4914.22,"2021-05-21",762.27,409.05,1150.87,8,0.30
4541.94,"2021-05-21",711.89,70.77,1316.33,9,0.23
1668.80,"2021-05-21",2023.02,284.64,1522.86,10,0.28
86.55,"2021-05-21",731.33,193.37,425.83,11,0.28
4377.69,"2021-05-21",2414.02,623.91,1417.33,12,0.29
6902.51,"2021-05-21",293.25,109.48,777.08,13,0.25
577.69,"2021-05-22",2515.76,391.05,885.00,1,0.26
3104.30,"2021-05-22",561.25,566.98,1326.19,2,0.26
2714.55,"2021-05-22",1310.72,459.12,487.32,3,0.25
6754.86,"2021-05-22",736.07,360.16,840.96,4,0.29
4655.61,"2021-05-22",1931.46,376.44,2.12,5,0.25
5130.62,"2021-05-22",1805.46,673.92,1392.74,6,0.24
5348.45,"2021-05-22",1327.79,82.93,675.61,7,0.23
228.94,"2021-05-22",2623.73,312.29,1018.35,8,0.26
9407.57,"2021-05-22",1274.31,364.17,1194.84,9,0.26
4376.01,"2021-05-22",2257.05,160.67,2038.00,10,0.29
1598.30,"2021-05-22",2318.90,569.94,1002.03,11,0.27
5601.42,"2021-05-22",851.29,130.97,1485.53,12,0.29
6690.67,"2021-05-22",1161.40,693.18,820.73,13,0.29
9512.04,"2021-05-23",495.72,474.36,600.98,1,0.28
1216.22,"2021-05-23",2536.79,494.58,848.26,2,0.29
7760.81,"2021-05-23",787.29,279.71,1014.82,3,0.28
4604.57,"2021-05-23",19.84,334.27,1081.35,4,0.25
3879.60,"2021-05-23",946.87,410.04,362.63,5,0.23
7524.77,"2021-05-23",212.58,116.72,123.12,6,0.22
